,CCC_10Y_Spread,^VIX,^GSPC,YieldCurveSlope,Unemployment,Inflation,GDP_Growth,Corporate_Leverage,IndPro_Growth,CP_Growth
1960-02-05,,,-0.005153739348998543,,4.882758620689655,0.0011740809881065973,,,-0.008908462519910357,
1960-02-06,,,-0.003929974114618928,,4.903448275862069,0.0011271177485823335,,,-0.00891136045380506,
1960-02-07,,,-0.003945479747898051,,4.924137931034482,0.0010801545090580694,,,-0.008914258387699762,
1960-02-08,,,-0.003961108220159826,,4.944827586206896,0.0010331912695338056,,,-0.008917156321594465,
1960-02-09,,,0.009399863713526413,,4.9655172413793105,0.0009862280300095417,,,-0.008920054255489166,
1960-02-10,,,-0.006267880966416395,,4.9862068965517246,0.0009392647904852778,,,-0.00892295218938387,
1960-02-11,,,-0.005586616758227914,,5.006896551724138,0.000892301550961014,,,-0.008925850123278572,
1960-02-12,,,0.005074280133170017,,5.027586206896552,0.00084533831143675,,,-0.008928748057173275,
1960-02-13,,,-0.0017430034878870293,,5.048275862068966,0.0007983750719124861,,,-0.008931645991067978,
1960-02-14,,,-0.0017460468536429907,,5.068965517241379,0.0007514118323882223,,,-0.00893454392496268,
1960-02-15,,,-0.0017491008657062324,,5.089655172413793,0.0007044485928639583,,,-0.008937441858857384,
1960-02-16,,,-0.007975324294222208,,5.110344827586207,0.0006574853533396945,,,-0.008940339792752086,
1960-02-17,,,0.005481440518358305,,5.131034482758621,0.0006105221138154306,,,-0.00894323772664679,
1960-02-18,,,0.01399237642820661,,5.151724137931034,0.0005635588742911667,,,-0.008946135660541492,
1960-02-19,,,0.00788534852011269,,5.172413793103448,0.0005165956347669028,,,-0.008949033594436195,
1960-02-20,,,-0.0013335839384971404,,5.1931034482758625,0.0004696323952426389,,,-0.008951931528330898,
1960-02-21,,,-0.0013353647594923634,,5.213793103448276,0.000422669155718375,,,-0.0089548294622256,
1960-02-22,,,-0.0013371503429384646,,5.23448275862069,0.00037570591619411113,,,-0.008957727396120304,
1960-02-23,,,-0.0013389407079653637,,5.255172413793104,0.00032874267666984725,,,-0.008960625330015005,
1960-02-24,,,-0.0035752047399353337,,5.275862068965518,0.00028177943714558336,,,-0.008963523263909708,
1960-02-25,,,0.003408658431784506,,5.296551724137931,0.00023481619762131945,,,-0.00896642119780441,
1960-02-26,,,0.0041122750041366896,,5.317241379310345,0.00018785295809705557,,,-0.008969319131699113,
1960-02-27,,,-0.00023742233877033225,,5.337931034482759,0.00014088971857279168,,,-0.008972217065593816,
1960-02-28,,,-0.00023747872152368732,,5.358620689655173,9.392647904852778e-05,,,-0.008975114999488519,
1960-02-29,,,-0.00023753513106306023,,5.379310344827586,4.69632395242639e-05,,,-0.008978012933383222,
1960-03-01,,,-0.0019600964441406354,,5.4,0.0,,,-0.008980910867277925,
1960-03-02,,,-0.006963031625346505,,5.393548387096774,0.00014258920051331864,,,-0.008946841856935334,
1960-03-03,,,-0.015102484155323337,,5.387096774193549,0.00028517840102663727,,,-0.008912772846592743,
1960-03-04,,,-0.003833499254330408,,5.380645161290323,0.0004277676015399559,,,-0.008878703836250152,
1960-03-05,,,-0.003359594649907427,,5.3741935483870975,0.0005703568020532745,,,-0.008844634825907562,
1960-03-06,,,-0.0033709195732711805,,5.367741935483871,0.0007129460025665931,,,-0.00881056581556497,
1960-03-07,,,-0.0033823211056892566,,5.361290322580645,0.0008555352030799118,,,-0.008776496805222378,
1960-03-08,,,-0.010181400081448966,,5.35483870967742,0.0009981244035932304,,,-0.008742427794879788,
1960-03-09,,,0.010660177329554932,,5.348387096774194,0.001140713604106549,,,-0.008708358784537197,
1960-03-10,,,-0.0038859933551984582,,5.341935483870968,0.0012833028046198675,,,-0.008674289774194606,
1960-03-11,,,0.007616567591784529,,5.335483870967742,0.0014258920051331862,,,-0.008640220763852015,
1960-03-12,,,0.0004916298788217865,,5.329032258064516,0.0015684812056465049,,,-0.008606151753509424,
1960-03-13,,,0.0004913882976524953,,5.322580645161291,0.0017110704061598235,,,-0.008572082743166834,
1960-03-14,,,0.0004911469537869362,,5.316129032258065,0.0018536596066731422,,,-0.008538013732824243,
1960-03-15,,,0.007731995324046226,,5.309677419354839,0.001996248807186461,,,-0.008503944722481652,
1960-03-16,,,0.0054804389452285385,,5.303225806451613,0.0021388380076997793,,,-0.008469875712139061,
1960-03-17,,,-0.001453521615624065,,5.296774193548387,0.002281427208213098,,,-0.008435806701796469,
1960-03-18,,,0.0009097386807392915,,5.290322580645162,0.0024240164087264166,,,-0.008401737691453878,
1960-03-19,,,0.0003635785925091284,,5.283870967741936,0.002566605609239735,,,-0.008367668681111287,
1960-03-20,,,0.00036344645115993224,,5.27741935483871,0.002709194809753054,,,-0.008333599670768696,
1960-03-21,,,0.0003633144058285964,,5.270967741935484,0.0028517840102663724,,,-0.008299530660426106,
1960-03-22,,,0.003994937750540828,,5.264516129032258,0.0029943732107796913,,,-0.008265461650083515,
1960-03-23,,,0.008138917625032605,,5.258064516129033,0.0031369624112930097,,,-0.008231392639740924,
1960-03-24,,,0.004305666604639713,,5.251612903225807,0.003279551611806328,,,-0.008197323629398333,
1960-03-25,,,0.0,,5.245161290322581,0.003422140812319647,,,-0.008163254619055742,
1960-03-26,,,-0.0007145345532095781,,5.238709677419355,0.0035647300128329655,,,-0.008129185608713152,
1960-03-27,,,-0.0007150454779107918,,5.232258064516129,0.0037073192133462844,,,-0.00809511659837056,
1960-03-28,,,-0.0007155571338034461,,5.225806451612903,0.003849908413859603,,,-0.008061047588027968,
1960-03-29,,,-0.001432184571796502,,5.219354838709678,0.003992497614372922,,,-0.008026978577685378,
1960-03-30,,,-0.002151289611166174,,5.212903225806452,0.00413508681488624,,,-0.007992909567342787,
1960-03-31,,,-0.005749186052847244,,5.206451612903226,0.004277676015399559,,,-0.007958840557000196,
1960-04-01,,,0.0016263128359186307,,5.2,0.0044202652159128775,-0.0028895342837345073,0.016961499257131862,-0.007924771546657605,-0.06650488241751895
1960-04-02,,,0.0006614986454143157,,5.196666666666667,0.004306775445569766,-0.00276590142713913,0.01692786723004973,-0.007698691393447262,-0.0662124364577031
1960-04-03,,,0.0006610613542239463,,5.193333333333333,0.004193285675226655,-0.002642268570543752,0.016894235202967595,-0.0074726112402369186,-0.06591999049788723
1960-04-04,,,0.0006606246408042971,,5.19,0.004079795904883543,-0.0025186357139483748,0.01686060317588546,-0.007246531087026576,-0.06562754453807138
1960-04-05,,,-0.003060892705081919,,5.1866666666666665,0.003966306134540432,-0.002395002857352997,0.016826971148803327,-0.007020450933816232,-0.06533509857825552
1960-04-06,,,0.020588755854065388,,5.183333333333334,0.00385281636419732,-0.0022713700007576196,0.016793339121721193,-0.006794370780605889,-0.06504265261843965
1960-04-07,,,0.00017699763807388358,,5.18,0.0037393265938542087,-0.002147737144162242,0.01675970709463906,-0.006568290627395545,-0.0647502066586238
1960-04-08,,,-0.0023000896507844315,,5.176666666666667,0.0036258368235110973,-0.0020241042875668645,0.016726075067556925,-0.006342210474185202,-0.06445776069880794
1960-04-09,,,-0.0013004742157850524,,5.173333333333334,0.0035123470531679855,-0.0019004714309714867,0.01669244304047479,-0.006116130320974859,-0.06416531473899208
1960-04-10,,,-0.0013021676512401381,,5.17,0.003398857282824874,-0.0017768385743761092,0.016658811013392658,-0.005890050167764516,-0.06387286877917622
1960-04-11,,,-0.0013038655027193258,,5.166666666666667,0.0032853675124817627,-0.0016532057177807316,0.016625178986310524,-0.005663970014554172,-0.06358042281936037
1960-04-12,,,0.002314421797277255,,5.163333333333333,0.0031718777421386513,-0.0015295728611853542,0.01659154695922839,-0.005437889861343829,-0.0632879768595445
1960-04-13,,,0.0,,5.16,0.00305838797179554,-0.0014059400045899767,0.016557914932146253,-0.005211809708133485,-0.06299553089972865
1960-04-14,,,0.002309077617707267,,5.156666666666666,0.0029448982014524286,-0.001282307147994599,0.01652428290506412,-0.0049857295549231425,-0.06270308493991279
1960-04-15,,,0.0007088421342673623,,5.153333333333333,0.0028314084311093167,-0.0011586742913992215,0.016490650877981985,-0.004759649401712799,-0.062410638980096925
1960-04-16,,,0.0007083400330065714,,5.15,0.0027179186607662054,-0.001035041434803844,0.01645701885089985,-0.004533569248502456,-0.06211819302028107
1960-04-17,,,0.0007078386425591887,,5.1466666666666665,0.002604428890423094,-0.0009114085782084663,0.016423386823817717,-0.004307489095292113,-0.06182574706046521
1960-04-18,,,0.0007073379614166431,,5.1433333333333335,0.0024909391200799826,-0.0007877757216130888,0.016389754796735583,-0.004081408942081769,-0.06153330110064935
1960-04-19,,,-0.00812862843669071,,5.14,0.002377449349736871,-0.0006641428650177113,0.01635612276965345,-0.003855328788871426,-0.061240855140833494
1960-04-20,,,-0.012292934763512897,,5.136666666666667,0.0022639595793937594,-0.0005405100084223337,0.016322490742571315,-0.0036292486356610826,-0.06094840918101763
1960-04-21,,,0.002705655295717202,,5.133333333333333,0.002150469809050648,-0.00041687715182695613,0.01628885871548918,-0.0034031684824507393,-0.06065596322120177
1960-04-22,,,-0.0030581396505836578,,5.13,0.0020369800387075366,-0.00029324429523157856,0.016255226688407048,-0.003177088329240396,-0.06036351726138592
1960-04-23,,,-0.003368203880042442,,5.126666666666666,0.0019234902683644252,-0.000169611438636201,0.016221594661324914,-0.0029510081760300527,-0.06007107130157006
1960-04-24,,,-0.0033795870181497767,,5.123333333333333,0.0018100004980213136,-4.597858204082344e-05,0.01618796263424278,-0.00272492802281971,-0.059778625341754196
1960-04-25,,,-0.0033910473577781763,,5.12,0.0016965107276782022,7.765427455455411e-05,0.016154330607160646,-0.0024988478696093665,-0.05948617938193834
1960-04-26,,,0.003281084636769238,,5.116666666666666,0.0015830209573350906,0.00020128713114993168,0.016120698580078512,-0.002272767716399023,-0.05919373342212248
1960-04-27,,,0.0,,5.113333333333333,0.0014695311869919792,0.0003249199877453092,0.01608706655299638,-0.00204668756318868,-0.05890128746230662
1960-04-28,,,-0.00872092177056838,,5.109999999999999,0.0013560414166488679,0.0004485528443406868,0.016053434525914245,-0.0018206074099783366,-0.058608841502490766
1960-04-29,,,-0.0034824493516099064,,5.1066666666666665,0.0012425516463057563,0.0005721857009360643,0.01601980249883211,-0.0015945272567679932,-0.058316395542674905
1960-04-30,,,-0.0014713866009709031,,5.103333333333333,0.0011290618759626449,0.0006958185575314419,0.015986170471749977,-0.00136844710355765,-0.058023949582859044
1960-05-01,,,-0.00147355476971478,,5.1,0.0010155721056195333,0.0008194514141268194,0.015952538444667843,-0.0011423669503473066,-0.05773150362304319
1960-05-02,,,-0.0014757293377193337,,5.109677419354838,0.0010264479200749305,0.000943084270722197,0.01591890641758571,-0.0015110617180049046,-0.05743905766322733
1960-05-03,,,0.012931844617157795,,5.119354838709677,0.0010373237345303276,0.0010667171273175747,0.015885274390503575,-0.0018797564856625024,-0.05714661170341147
1960-05-04,,,0.003830003236544144,,5.129032258064516,0.0010481995489857248,0.001190349983912952,0.01585164236342144,-0.0022484512533201004,-0.056854165743595614
1960-05-05,,,-0.003270354327428837,,5.138709677419355,0.001059075363441122,0.0013139828405083296,0.015818010336339308,-0.002617146020977698,-0.05656171978377975
1960-05-06,,,-0.0020051150041512367,,5.148387096774194,0.001069951177896519,0.0014376156971037072,0.01578437830925717,-0.0029858407886352964,-0.05626927382396389
1960-05-07,,,0.00030440935805509106,,5.158064516129032,0.0010808269923519164,0.0015612485536990847,0.015750746282175036,-0.003354535556292894,-0.05597682786414804
1960-05-08,,,0.00030431672119735076,,5.167741935483871,0.0010917028068073136,0.0016848814102944623,0.015717114255092902,-0.0037232303239504924,-0.05568438190433218
1960-05-09,,,0.00030422414070430115,,5.177419354838709,0.0011025786212627107,0.0018085142668898399,0.01568348222801077,-0.00409192509160809,-0.055391935944516316
1960-05-10,,,-0.006934326157038373,,5.187096774193548,0.001113454435718108,0.0019321471234852174,0.015649850200928635,-0.004460619859265688,-0.055099489984700455
1960-05-11,,,0.0027563677127153685,,5.196774193548387,0.0011243302501735052,0.002055779980080595,0.015616218173846503,-0.004829314626923286,-0.0548070440248846
1960-05-12,,,0.005131002031569132,,5.2064516129032254,0.0011352060646289022,0.002179412836675973,0.015582586146764367,-0.0051980093945808836,-0.05451459806506874
1960-05-13,,,0.008204207392125351,,5.216129032258064,0.0011460818790842995,0.00230304569327135,0.015548954119682233,-0.005566704162238482,-0.05422215210525288
1960-05-14,,,-0.0003013817827025589,,5.225806451612903,0.0011569576935396967,0.002426678549866728,0.0155153220926001,-0.00593539892989608,-0.053929706145437024
1960-05-15,,,-0.00030147264106461513,,5.235483870967742,0.001167833507995094,0.0025503114064621053,0.015481690065517965,-0.006304093697553678,-0.05363726018562116
1960-05-16,,,-0.00030156355422572556,,5.245161290322581,0.001178709322450491,0.0026739442630574826,0.015448058038435832,-0.0066727884652112756,-0.0533448142258053
1960-05-17,,,0.0038008884067448623,,5.254838709677419,0.0011895851369058883,0.0027975771196528604,0.015414426011353698,-0.007041483232868874,-0.05305236826598945
1960-05-18,,,-0.0003606285267551135,,5.264516129032258,0.0012004609513612855,0.0029212099762482378,0.015380793984271564,-0.007410178000526472,-0.05275992230617359
1960-05-19,,,0.004329034711612945,,5.274193548387097,0.0012113367658166826,0.0030448428328436155,0.01534716195718943,-0.007778872768184069,-0.052467476346357726
1960-05-20,,,0.0008979747986082032,,5.283870967741936,0.0012222125802720798,0.003168475689438993,0.015313529930107296,-0.008147567535841668,-0.05217503038654187
1960-05-21,,,0.00017942926935399228,,5.2935483870967746,0.001233088394727477,0.0032921085460343707,0.015279897903025162,-0.008516262303499266,-0.05188258442672601
1960-05-22,,,0.00017939708026681878,,5.303225806451613,0.0012439642091828741,0.003415741402629748,0.015246265875943028,-0.008884957071156864,-0.05159013846691015
1960-05-23,,,0.00017936490272707495,,5.312903225806452,0.0012548400236382714,0.003539374259225126,0.015212633848860893,-0.00925365183881446,-0.051297692507094296
1960-05-24,,,-0.0010759964203689298,,5.322580645161291,0.0012657158380936686,0.003663007115820503,0.015179001821778759,-0.009622346606472059,-0.051005246547278435
1960-05-25,,,-0.0005386462043659446,,5.332258064516129,0.0012765916525490657,0.003786639972415881,0.015145369794696625,-0.009991041374129657,-0.050712800587462574
1960-05-26,,,0.0007185363183586091,,5.341935483870968,0.001287467467004463,0.003910272829011258,0.015111737767614491,-0.010359736141787255,-0.05042035462764672
1960-05-27,,,0.0005385495330676449,,5.351612903225806,0.0012983432814598602,0.004033905685606636,0.015078105740532357,-0.010728430909444853,-0.05012790866783086
1960-05-28,,,0.00040366052151852294,,5.361290322580645,0.0013092190959152572,0.004157538542202014,0.015044473713450223,-0.011097125677102452,-0.049835462708015
1960-05-29,,,0.0004034976454485584,,5.370967741935484,0.0013200949103706545,0.004281171398797391,0.01501084168636809,-0.01146582044476005,-0.049543016748199144
1960-05-30,,,0.0004033349007657172,,5.380645161290323,0.0013309707248260517,0.004404804255392769,0.014977209659285956,-0.011834515212417646,-0.04925057078838328
1960-05-31,,,0.00040317228731123755,,5.390322580645162,0.0013418465392814488,0.004528437111988146,0.014943577632203822,-0.012203209980075245,-0.04895812482856742
1960-06-01,,,0.0010746472617948477,,5.4,0.001352722353736846,0.004652069968583524,0.014909945605121688,-0.012571904747732843,-0.04866567886875157
1960-06-02,,,0.004294179300192491,,5.403333333333333,0.0012400868602164754,0.0047757028251789015,0.014876313578039554,-0.01226866472223432,-0.04837323290893571
1960-06-03,,,0.0017815512598999828,,5.406666666666667,0.0011274513666961047,0.004899335681774279,0.01484268155095742,-0.011965424696735796,-0.048080786949119846
1960-06-04,,,0.003912501350317843,,5.41,0.001014815873175734,0.005022968538369656,0.014809049523875285,-0.011662184671237275,-0.047788340989303985
1960-06-05,,,0.003897253341357265,,5.413333333333334,0.0009021803796553633,0.0051466013949650335,0.01477541749679315,-0.011358944645738752,-0.04749589502948813
1960-06-06,,,0.0038821237217112614,,5.416666666666667,0.0007895448861349926,0.005270234251560412,0.014741785469711017,-0.011055704620240229,-0.04720344906967227
1960-06-07,,,0.00949201830410984,,5.42,0.0006769093926146219,0.005393867108155789,0.014708153442628883,-0.010752464594741705,-0.04691100310985641
1960-06-08,,,0.00800973501703428,,5.423333333333334,0.0005642738990942512,0.0055174999647511665,0.01467452141554675,-0.010449224569243184,-0.046618557150040554
1960-06-09,,,0.0019001660305981716,,5.426666666666667,0.00045163840557388055,0.005641132821346544,0.014640889388464615,-0.01014598454374466,-0.04632611119022469
1960-06-10,,,-0.0005172203327047376,,5.430000000000001,0.00033900291205350984,0.005764765677941922,0.014607257361382481,-0.009842744518246137,-0.04603366523040883
1960-06-11,,,0.00011500464230063123,,5.433333333333334,0.00022636741853313919,0.005888398534537299,0.014573625334300348,-0.009539504492747614,-0.04574121927059298
1960-06-12,,,0.00011499141775384025,,5.4366666666666665,0.0001137319250127685,0.006012031391132677,0.014539993307218214,-0.009236264467249093,-0.04544877331077712
1960-06-13,,,0.00011497819624795014,,5.44,1.0964314923978134e-06,0.006135664247728054,0.01450636128013608,-0.00893302444175057,-0.045156327350961256
1960-06-14,,,-0.001379579733386982,,5.443333333333333,-0.00011153906202797288,0.006259297104323432,0.014472729253053946,-0.008629784416252046,-0.0448638813911454
1960-06-15,,,-0.005871182066720104,,5.446666666666667,-0.00022417455554834355,0.00638292996091881,0.01443909722597181,-0.008326544390753523,-0.04457143543132954
1960-06-16,,,-0.001215905770284631,,5.45,-0.00033681004906871426,0.006506562817514187,0.014405465198889677,-0.008023304365255002,-0.04427898947151368
1960-06-17,,,-0.001043502144191577,,5.453333333333333,-0.0004494455425890849,0.006630195674109564,0.014371833171807543,-0.007720064339756479,-0.043986543511697826
1960-06-18,,,-0.0016248768917778156,,5.456666666666667,-0.0005620810361094556,0.006753828530704943,0.014338201144725409,-0.007416824314257955,-0.043694097551881965
1960-06-19,,,-0.0016275214137139171,,5.46,-0.0006747165296298263,0.00687746138730032,0.014304569117643275,-0.007113584288759433,-0.043401651592066104
1960-06-20,,,-0.0016301745577146365,,5.463333333333334,-0.000787352023150197,0.007001094243895697,0.014270937090561141,-0.00681034426326091,-0.04310920563225025
1960-06-21,,,-0.0008747242336252237,,5.466666666666667,-0.0008999875166705676,0.007124727100491075,0.014237305063479007,-0.006507104237762388,-0.04281675967243439
1960-06-22,,,0.002976679515469982,,5.47,-0.0010126230101909384,0.007248359957086453,0.014203673036396873,-0.006203864212263864,-0.04252431371261853
1960-06-23,,,0.005412035263573811,,5.473333333333334,-0.001125258503711309,0.00737199281368183,0.01417004100931474,-0.005900624186765342,-0.042231867752802674
1960-06-24,,,0.0015627739598789159,,5.476666666666667,-0.0012378939972316797,0.0074956256702772076,0.014136408982232606,-0.005597384161266819,-0.04193942179298681
1960-06-25,,,-0.0020226448929109297,,5.48,-0.0013505294907520504,0.007619258526872585,0.014102776955150472,-0.0052941441357682965,-0.04164697583317095
1960-06-26,,,-0.0020267442768716615,,5.483333333333333,-0.001463164984272421,0.007742891383467963,0.014069144928068338,-0.004990904110269773,-0.0413545298733551
1960-06-27,,,-0.0020308603113849966,,5.486666666666666,-0.0015758004777927917,0.00786652424006334,0.014035512900986202,-0.004687664084771251,-0.04106208391353924
1960-06-28,,,-0.0068027767641626324,,5.49,-0.0016884359713131623,0.007990157096658717,0.014001880873904068,-0.004384424059272728,-0.040769637953723376
1960-06-29,,,0.0,,5.493333333333333,-0.0018010714648335332,0.008113789953254095,0.013968248846821935,-0.0040811840337742055,-0.040477191993907514
1960-06-30,,,-0.00035125497446519827,,5.496666666666667,-0.0019137069583539039,0.008237422809849473,0.0139346168197398,-0.0037779440082756828,-0.04018474603409166
1960-07-01,,,0.0024596487851273885,,5.5,-0.0020263424518742745,0.00836105566644485,0.013900984792657667,-0.003474703982777161,-0.0398923000742758
1960-07-02,,,-0.0001752581255022312,,5.503225806451613,-0.0018954779581753691,0.008162455953102927,0.013969420875620002,-0.0033999700639141335,-0.039844446789684615
1960-07-03,,,-0.00017528884629680608,,5.506451612903226,-0.0017646134644764635,0.007963856239761005,0.014037856958582338,-0.0033252361450511058,-0.039796593505093424
1960-07-04,,,-0.00017531957786331986,,5.509677419354839,-0.0016337489707775581,0.007765256526419082,0.014106293041544673,-0.0032505022261880784,-0.03974874022050224
1960-07-05,,,-0.00017535032020743468,,5.512903225806451,-0.0015028844770786525,0.007566656813077159,0.014174729124507008,-0.0031757683073250506,-0.039700886935911055
1960-07-06,,,-0.0014030485866787235,,5.516129032258064,-0.0013720199833797471,0.0073680570997352365,0.014243165207469344,-0.0031010343884620233,-0.03965303365131987
1960-07-07,,,0.005268757621941456,,5.519354838709678,-0.0012411554896808415,0.007169457386393314,0.014311601290431679,-0.0030263004695989955,-0.03960518036672868
1960-07-08,,,0.0024458313337385462,,5.52258064516129,-0.0011102909959819361,0.006970857673051391,0.014380037373394014,-0.002951566550735968,-0.039557327082137494
1960-07-09,,,-0.002962717129876169,,5.525806451612903,-0.0009794265022830305,0.0067722579597094676,0.014448473456356348,-0.0028768326318729404,-0.03950947379754631
1960-07-10,,,-0.00297152090576569,,5.529032258064516,-0.0008485620085841251,0.006573658246367545,0.014516909539318685,-0.002802098713009913,-0.039461620512955126
1960-07-11,,,-0.0029803771587999517,,5.532258064516129,-0.0007176975148852196,0.006375058533025622,0.01458534562228102,-0.0027273647941468853,-0.039413767228363934
1960-07-12,,,-0.010902038746780418,,5.535483870967742,-0.0005868330211863141,0.0061764588196836995,0.014653781705243354,-0.002652630875283858,-0.03936591394377275
1960-07-13,,,-0.0026666937934027857,,5.538709677419354,-0.0004559685274874087,0.005977859106341777,0.014722217788205691,-0.00257789695642083,-0.039318060659181565
1960-07-14,,,0.0003565144083363947,,5.541935483870968,-0.0003251040337885032,0.005779259392999854,0.014790653871168026,-0.002503163037557803,-0.03927020737459038
1960-07-15,,,-0.0012473217419191052,,5.54516129032258,-0.0001942395400895977,0.0055806596796579315,0.01485908995413036,-0.002428429118694775,-0.03922235408999919
1960-07-16,,,-0.002081465827446949,,5.548387096774193,-6.33750463906922e-05,0.005382059966316009,0.014927526037092697,-0.0023536951998317478,-0.039174500805408005
1960-07-17,,,-0.0020858073641979447,,5.551612903225807,6.748944730821329e-05,0.005183460252974086,0.014995962120055032,-0.00227896128096872,-0.03912664752081682
1960-07-18,,,-0.002090167050023517,,5.554838709677419,0.0001983539410071188,0.004984860539632163,0.015064398203017366,-0.0022042273621056927,-0.039078794236225636
1960-07-19,,,0.0,,5.558064516129032,0.00032921843470602426,0.004786260826290241,0.015132834285979701,-0.002129493443242665,-0.039030940951634445
1960-07-20,,,-0.0016158016401280895,,5.561290322580645,0.00046008292840492976,0.004587661112948318,0.015201270368942038,-0.0020547595243796376,-0.03898308766704326
1960-07-21,,,-0.009171050721685003,,5.564516129032258,0.0005909474221038353,0.004389061399606395,0.015269706451904373,-0.00198002560551661,-0.038935234382452076
1960-07-22,,,-0.006896502067898269,,5.567741935483871,0.0007218119158027408,0.004190461686264473,0.015338142534866707,-0.0019052916866535824,-0.03888738109786089
1960-07-23,,,-0.003289479187871036,,5.570967741935483,0.0008526764095016463,0.003991861972922549,0.015406578617829044,-0.001830557767790555,-0.0388395278132697
1960-07-24,,,-0.0033003355730515382,,5.574193548387097,0.0009835409032005517,0.003793262259580627,0.015475014700791379,-0.0017558238489275273,-0.038791674528678516
1960-07-25,,,-0.0033112638549438467,,5.577419354838709,0.0011144053968994573,0.003594662546238704,0.015543450783753713,-0.0016810899300644998,-0.03874382124408733
1960-07-26,,,0.006090771770001169,,5.580645161290322,0.0012452698905983627,0.0033960628328967815,0.01561188686671605,-0.0016063560112014722,-0.03869596795949614
1960-07-27,,,-0.006237390626621653,,5.583870967741936,0.0013761343842972683,0.0031974631195548584,0.015680322949678385,-0.0015316220923384447,-0.038648114674904956
1960-07-28,,,0.007384189392648288,,5.587096774193548,0.0015069988779961737,0.0029988634062129357,0.01574875903264072,-0.0014568881734754171,-0.03860026139031377
1960-07-29,,,0.01722555675216797,,5.590322580645161,0.0016378633716950793,0.002800263692871013,0.015817195115603054,-0.0013821542546123896,-0.03855240810572259
1960-07-30,,,0.0001201012332217033,,5.5935483870967735,0.0017687278653939847,0.0026016639795290904,0.01588563119856539,-0.001307420335749362,-0.038504554821131395
1960-07-31,,,0.00012008681064790139,,5.596774193548387,0.00189959235909289,0.0024030642661871677,0.015954067281527727,-0.0012326864168863345,-0.03845670153654021
1960-08-01,,,0.00012007239153710714,,5.6,0.0020304568527917954,0.002204464552845245,0.01602250336449006,-0.001157952498023307,-0.038408848251949027
1960-08-02,,,-0.008824020791302734,,5.596774193548387,0.0019649582446372212,0.0020058648395033223,0.016090939447452397,-0.0014582849973196065,-0.03836099496735784
1960-08-03,,,-0.005813947847045586,,5.5935483870967735,0.0018994596364826474,0.0018072651261613994,0.01615937553041473,-0.001758617496615906,-0.03831314168276665
1960-08-04,,,0.0031066916146376133,,5.590322580645161,0.0018339610283280732,0.0016086654128194767,0.016227811613377066,-0.0020589499959122056,-0.038265288398175466
1960-08-05,,,0.01002002629215304,,5.587096774193548,0.0017684624201734992,0.0014100656994775538,0.016296247696339403,-0.002359282495208505,-0.03821743511358428
1960-08-06,,,0.00048101150214274746,,5.583870967741936,0.0017029638120189252,0.0012114659861356312,0.016364683779301736,-0.0026596149945048047,-0.0381695818289931
